pageid,article_age_in_days,avg_revs_per_day
7627929,4132,0.48475314617618587
221749,5402,0.47593483894853755
22424,5954,0.11017803157541149
25382,6049,0.5270292610348818
70157,5670,1.0839506172839506
3829005,4407,0.7658270932607216
25806,5958,0.8710976837865055
43243,5826,0.3223480947476828
11587,5918,0.060324433930381886
63317,5689,0.6790297064510459
1544191,4740,0.032278481012658226
23564616,5835,1.473350471293916
526399,5088,0.31977201257861637
32070,5951,2.074105192404638
347422,5231,0.9116803670426304
5622894,4261,0.1680356723773762
25867,5977,1.720428308515978
957537,4914,0.06084656084656084
25473,5993,1.849157350241949
231156,5386,0.5763089491273673
32296110,5450,0.3080733944954128
250943,5354,0.23982069480762047
8354382,4087,0.30535845363347197
2110323,4620,3.270779220779221
444216,5135,0.04654333008763389
240547,5371,0.1917706199962763
21131695,5969,0.8361534595409617
161466,5533,0.3394180372311585
168601,5514,1.0170475154153065
26152,5938,1.4858538228359717
615807,5047,0.5002972062611453
25433,5986,3.060641496825927
93791,5621,0.3789361323607899
44205,5820,1.0109965635738831
376985,5199,1.2392767839969225
25938,5956,0.9941235728676965
25427,5960,1.4501677852348993
17446303,3564,0.25617283950617287
242570,5367,0.11831563256940562
23747676,5565,0.45121293800539086
4057953,4387,0.48301800775017095
45218,5812,1.1863386097728836
29490,5882,2.1288677320639238
206365,5952,0.3239247311827957
27931,6006,1.196969696969697
51487,5766,0.6514047866805411
40112,5841,1.2672487587741825
249623,5357,2.155310808288221
23409759,5933,0.10264621607955503
27122,6120,0.6008169934640523
165404,5522,0.21586381745744296
26915,5977,0.30868328592939603
2941511,4504,3.286190053285968
338065,5244,0.15465293668954996
27694,5964,1.3859825620389001
27706,5941,1.2752061942433934
144178,5583,1.6186638008239298
763013,5970,1.4773869346733668
349303,6109,1.828940906858733
27790,5953,1.3053922392071224
1737582,4692,0.3442028985507246
26833,5969,0.9287987937678003
13118744,5973,2.5896534404821696
1163228,4844,0.4523121387283237
418732,5159,0.41170769528978485
21171721,5880,0.5256802721088435
34495117,2226,0.5103324348607368
152447,5561,1.7976982557094048
317383,5271,1.5714285714285714
324091,5263,0.12255367661029831
466454,5118,0.23583431027745214
69795,5671,1.1583494974431316
150374,5564,0.6906901509705248
18842168,5948,0.34431741761936785
168714,5514,0.7043888284367066
286527,5313,0.25447016751364576
5058690,5932,3.142447741065408
5058690,5932,3.142447741065408
59512,5715,1.0995625546806649
10733176,3959,1.5412983076534479
28632,5959,0.9038429266655479
43116037,1336,0.2986526946107784
1305554,4806,0.43008739076154806
2957039,4502,0.34606841403820526
7397019,5576,0.26058106169296985
236331,5378,0.6429899590925995
1316116,4804,0.31161532056619484
19019270,5956,0.6410342511752855
31635665,5849,1.5093178321080527
28840,5944,1.2424293405114402
5594647,4263,0.08960825709594182
27159,5974,1.4086039504519585
189909,5467,0.10426193524785074
1130664,4853,0.07315062847723058
384706,5191,0.08437680601040262
26743,5953,1.979842096421972
28399,5977,0.391835368914171
26909,6155,1.2186839967506093
28307,5986,0.42064817908453056
25862547,5667,0.5556731956943709
402030,5178,0.016994978756276556
13436,6124,0.8904310907903331
13371,6003,1.0882891887389639
1438445,4768,0.138003355704698
14183,5930,0.6020236087689713
13457,6123,0.2451412706189776
4868935,4317,0.2589761408385453
13919,5961,1.7683274618352625
38873148,6080,0.5480263157894737
2366752,4581,0.7552936040165903
5043192,6043,2.6058249213966573
18945847,5421,1.787308614646744
2632114,4546,2.019137703475583
18945847,5421,1.787308614646744
47646,5798,1.9663677130044843
56120,5730,1.067888307155323
56120,5730,1.067888307155323
364326,5211,1.3158702744194972
13808,5958,1.049009734810339
1560218,4735,0.1700105596620908
210728,5422,0.26632239026189597
23713759,5591,0.3358969772849222
10396793,5938,2.842539575614685
1007688,4896,1.3541666666666667
14229,5920,1.9297297297297298
5097395,5941,0.9424339336811984
5488304,5941,2.125736408012119
8322947,4089,0.5150403521643434
113348,5599,1.5122343275584926
48874,5789,2.32112627396787
14094,5939,0.7715103552786664
10326,5895,1.2105173876166242
47878,6070,1.0464579901153213
2569378,4667,3.665309620741376
254637,5347,0.15896764540864036
32544339,2397,2.0917813934084273
35039706,2168,0.11208487084870848
8798949,4059,0.42966247844296623
381399,5937,0.7625063163213744
2269463,4595,0.49597388465723613
6502961,4203,0.37949083987627885
638066,5035,0.5584905660377358
70842,5668,0.8330980945659845
288343,5310,1.3806026365348398
13545731,3790,0.046701846965699206
294934,5302,0.5897774424745379
319302,5268,0.3333333333333333
14912,5948,1.1279421654337591
294545,5303,0.17744672826701866
18935277,4991,0.014425966740132239
19572217,5793,0.8955636112549629
1166630,4843,0.2081354532314681
15295,5924,2.4024307900067523
152772,5559,0.21280805900341787
23430752,6047,0.31966264263271044
14539,5942,1.5065634466509592
294813,5303,0.8510277201584009
243433,5366,0.7336936265374581
147575,5572,2.8341708542713566
14726,6123,0.7847460395231096
775859,4976,1.3169212218649518
15226,5947,0.2794686396502438
6037917,5938,3.3819467834287638
162173,5530,1.3220614828209765
9282173,5938,3.2662512630515326
46216,5806,1.3513606613847744
125320,5597,0.9755226013936037
14532,5941,2.5682545026089882
16044,5956,0.7063465413028879
308131,5284,0.20060560181680545
1103138,4862,0.788358700123406
64372,5686,1.1280337671473795
39764,5842,0.5368024649092776
16016,5991,1.656818561175096
23819805,5527,0.4409263614981002
498971,5100,0.41568627450980394
1840589,4672,0.06078767123287671
16099,5987,0.25672289961583433
15573,5952,2.888608870967742
46884,5802,1.3231644260599793
15606,5988,0.9681028724114896
162870,5528,1.5303907380607815
49955,5781,0.32191662342155336
189322,5468,0.8699707388441843
16218,5968,0.9857573726541555
6253522,4215,0.363226571767497
52547,5979,3.653286502759659
16175,5960,2.1899328859060403
11494260,5056,0.632120253164557
175220,5500,0.641090909090909
16504,5893,0.6896317665026303
21207345,5737,0.5072337458602056
442163,5136,0.309190031152648
133250,5594,0.49338577046835896
18603579,6111,0.7612502045491736
46827,5802,0.9472595656670114
1095706,6195,4.801937046004842
983366,4904,0.07585644371941272
1131183,4853,0.9480733566865857
25955086,5981,1.6513960876107674
31516,5879,1.3408742983500594
43356,5825,1.5222317596566524
18582416,4554,0.8489240228370664
83045,5639,0.523142401134953
31535,5836,0.6961960246744345
30942,5966,0.9136775058665773
31175,5929,0.23882610895597908
31460,5884,1.3016655336505778
3301347,5964,2.0918846411804157
47702,5797,0.9851647403829566
216188,5411,0.20070227314729255
71973,5665,1.0128861429832303
2723695,4532,0.006619593998234775
19904525,5894,0.5683746182558534
21694424,5677,0.7718865598027127
21694424,5677,0.7718865598027127
35152422,2160,0.2412037037037037
157873,5544,0.3170995670995671
348486,5230,0.2967495219885277
14594,5983,1.1454120006685609
29920,6224,1.0866002570694087
31341,5906,2.080426684727396
1182836,4839,0.15437073775573465
30018,6124,0.22991508817766165
25168720,3008,1.162566489361702
31429,5890,0.27487266553480477
9988187,4023,1.5622669649515286
863,5950,1.984873949579832
52780,6037,2.3461984429352327
31814,5977,1.297975573029948
32191,5927,1.057533322085372
31750,5989,2.029053264317916
31814,5977,1.297975573029948
31769,5986,1.3446374874707652
3434750,6008,6.327729693741678
32009,5949,0.9226760800134476
446555,5133,0.12487823884667835
37293,5858,0.2902014339364971
31902,6039,0.2215598609041232
31880,5982,1.4127382146439318
16118202,5080,1.021259842519685
337755,5244,0.19946605644546148
243927,5365,0.5025163094128612
1742315,4691,0.5896397356640375
132472,5595,0.33619302949061663
30972975,2551,0.047040376323010585
333091,5252,0.5283701447067783
305561,5288,0.5773449319213313
928412,4924,0.4370430544272949
32587,5986,2.1466755763448044
32591,5943,2.000673060743732
11737832,3902,0.08867247565351102
183050,5482,0.5913900036483035
19220448,5227,1.3068681844270136
32611,5952,2.5631720430107525
47150,5800,0.02810344827586207
93767,5621,0.1387653442447963
239897,5372,0.7222635889798957
11015252,6049,1.8014547859150272
32817,5836,2.3471555860178204
47896187,879,2.076222980659841
33589,6001,2.0153307782036327
32917,5976,1.2295850066934404
34059,5893,2.1774987273035804
1181646,4839,0.7906592271130399
13425800,5832,1.9919410150891632
4091662,5009,0.9321221800758634
33622,5989,0.47971280681248957
15380061,3678,0.18896139206090268
52382,5989,1.378694272833528
33422,6048,1.126653439153439
231184,5386,0.15113256591162272
265307,5335,0.21012183692596065
16597487,5364,0.43344519015659955
53976971,286,0.7622377622377622
33545,5984,0.6186497326203209
376898,5199,1.198692056164647
21208262,5144,0.6386080870917574
2495537,4564,0.9401840490797546
166202,5520,2.0625
33178,6075,0.6408230452674897
54985,5736,1.0915271966527196
154823,5553,0.5415090941833244
30780454,4942,0.23816268717118574
11577295,3911,0.07005880848887752
32897,5969,2.1484335734628917
860924,4953,0.5285685443165759
2289648,5265,2.5705603038936373
33683,5981,0.1641865908710918
91221,5624,0.17123044096728307
11185,5945,1.6043734230445752
33183,6116,0.5910725964682799
145439,5579,0.3669116329091235
37483,5836,0.15284441398217957
33523,6021,1.5210097990367049
33278,5939,0.5090082505472302
31582928,2491,0.20112404656764352
67173,5677,0.22406200457988373
4764461,5956,2.780221625251847
32927,5943,4.136631330977621
50106813,678,1.5973451327433628
1361082,4792,0.11853088480801335
22760983,5938,0.5697204445941394
3329753,4457,1.7635180614763293
86364,5633,0.09781643884253506
68110,5674,0.40024673951357065
419038,5159,0.7249466950959488
196206,5454,0.2048038137147048
18130,5972,1.0937709310113866
17628,5975,0.9300418410041841
384676,5191,0.3972259680215758
21009880,5945,0.568376787216148
23371382,6007,0.761112035958049
229257,5389,1.2299127853033958
414890,5165,0.4801548886737657
38776,5982,1.3881644934804414
75890,5783,1.0250734912675081
159846,5538,1.027266161068978
432709,5146,1.2980956082394093
19037,5994,0.9522856189522856
142056,5590,3.124865831842576
36753,5836,0.9912611377655929
7907317,4637,2.356264826396377
170487,5509,0.30767834452713744
38776,5982,1.3881644934804414
21021,5874,1.1150834184542049
20796,5904,1.271341463414634
19527,5962,1.908419993290842
46636,5804,0.35837353549276363
978525,4906,0.2678353037097432
89662,5626,0.31603270529683614
19831,5949,1.9346108589678939
87944,5629,0.12293480191863564
728775,4994,0.29915899078894675
1481886,4757,3.320580197603532
650426,5028,1.682975338106603
572897,5068,0.4915153906866614
875547,4946,0.3028710068742418
20548,5937,0.527707596429173
7567080,5988,1.6858717434869739
20076,5939,1.829095807374979
409691,5172,0.14501160092807425
25454239,5943,0.4135958270233889
103695,5605,0.30597680642283676
11415141,5939,1.3051018690015155
96484,5619,0.595657590318562
20347,5961,1.7325952021472908
21021,5874,1.1150834184542049
18932,6167,0.29284903518728717
1028044,4888,0.09615384615384616
44219,5820,1.4780068728522338
23943124,4372,0.1722323879231473
361024,5214,0.9810126582278481
163056,5527,0.7765514745793378
20798,5904,0.5618224932249323
49611,5783,0.5222203008818952
19356,6094,0.7428618313094847
18567040,5836,0.8778272789581906
344287,5235,0.35912129894937916
9530099,4019,0.3933814381686987
220841,5403,0.9961132704053304
21073732,5820,1.3800687285223368
3966054,5667,2.499205929062996
68904,5673,1.0204477348845409
14995351,5959,4.886390333948649
20455,5944,1.9954576043068641
74461,5658,1.3356309650053022
104998,5604,0.7155603140613848
1801949,4679,0.20132506945928616
9492386,5334,1.3007124109486314
428979,5149,1.297921926587687
2064489,4627,1.0724011238383402
986814,4903,0.6589842953293902
348746,5229,0.3618282654427233
3138569,4480,0.2314732142857143
18836,6031,2.131984745481678
301237,5294,0.9064979221760484
39027,5836,2.0844756682659358
20979,5878,0.9464103436543042
8135890,4389,2.840282524493051
5735,6098,0.8010823220728107
312170,5279,0.20041674559575678
20948,5882,0.5487929275756546
20381,5957,0.6214537518885345
289505,5310,0.12598870056497175
19168,6117,0.3977439921530162
426208,5152,2.1832298136645965
46007,5807,0.2197348028241777
2232012,4601,0.3607911323625299
43254,5826,0.5070374184689324
18925,5968,0.31384048257372654
21023,5873,1.0830921164651797
347105,5792,1.3525552486187846
53029,5749,1.6700295703600627
1304321,4806,0.194548481065335
63747,5689,1.946387765863948
51885,5761,0.8536712376323555
347084,5232,0.16819571865443425
493657,5102,0.1564092512740102
20742,5909,0.6828566593332205
8103,6120,1.238888888888889
8582,5966,0.577271203486423
187807,5472,0.7401315789473685
76762,6024,1.1786188579017265
67363,6144,0.23990885416666666
1558354,4735,0.2221752903907075
70197,5670,0.7922398589065256
1434711,4769,0.11679597399874188
37514,5858,0.5843291225674292
8687,5961,2.253145445395068
310331,5281,0.4169664836205264
9090,5885,0.7112999150382328
3020357,4495,0.15283648498331479
5058628,5999,1.4555759293215536
8835,5935,1.2657118786857624
18938226,5627,0.7940287897636396
8271,5953,0.3530992776751218
8683,5961,0.9079013588324106
7966,5991,1.2315139375730262
8900,5923,0.7006584501097417
932915,4922,0.2732629012596505
40147,5840,0.7698630136986301
11040148,5488,0.6299198250728864
3162905,4477,0.8061201697565334
18978563,5913,1.1440892947742263
18978563,5913,1.1440892947742263
8629,5974,0.9926347505858721
4848272,5153,4.804773918105957
726651,4995,0.37697697697697696
1643647,4713,0.6288987905792489
1635659,4715,0.5225874867444327
7941,6039,0.2432521940718662
1112855,4859,0.5566989092405845
37335,5836,0.6615832762165867
9311172,5092,0.533974862529458
8632,5974,0.6519919651824573
19767582,3413,2.949604453559918
143840,5584,1.0324140401146131
59749,5714,1.0140007000350018
8305,6034,1.3679151474975142
13058,5960,0.7763422818791946
10186,5920,1.5755067567567567
40817590,5726,1.5218302479916173
140256,5593,0.2251028070802789
380782,5196,0.42032332563510394
303522,5291,0.27253827253827256
2945164,4504,0.11212255772646536
15578,6154,0.37146571335716605
9231869,4034,0.09494298463063956
39626432,1713,5.4039696438995914
1864257,4666,0.8737676810972996
1765384,4686,0.1137430644472898
20611030,5516,0.5021754894851341
16105186,4593,1.7176137600696713
4217297,4373,0.39332266178824604
371301,5205,0.2918347742555235
18307757,5402,0.8054424287301
5052197,5930,1.0994940978077572
9288,5971,3.107017250041869
4429395,5897,3.3433949465830084
100627,5611,1.7100338620566744
10287,5905,0.7163420829805249
4809279,4322,0.034706154558074964
169836,5511,0.948466702957721
35494376,2135,0.3110070257611241
12322101,3866,0.04190377651319193
2858505,4515,0.21395348837209302
39768,5836,0.1883139136394791
399615,5180,0.3664092664092664
10501,5872,0.4526566757493188
564204,5072,0.7196372239747634
9258,6017,0.6925378095396377
105004,5604,0.538543897216274
105004,5604,0.538543897216274
9737,5960,0.9536912751677852
9317,5960,3.5179530201342284
1256013,4819,0.3187383274538286
9587,5970,0.983249581239531
51584,5820,0.7608247422680412
10370,5886,0.6216445803601767
9236,5947,2.4716663864133177
9588,5982,1.3843196255432966
7529378,5041,2.3330688355485023
11469677,3918,0.12659520163348648
7550182,6138,1.1256109481915935
55174,5735,1.5958151700087184
187586,5472,2.034173976608187
231085,5386,0.1271815818789454
10653,6162,0.12723141837065888
11054,6011,2.611545499916819
55974,5731,0.4179026347932298
164394,5524,0.32041998551774076
144896,5581,0.2420713133846981
11408,5958,1.0988586774085263
11185,5945,1.6040370058873004
142721,5587,1.0332915697154108
945404,4918,0.2551850345668971
38193,5854,0.104202254868466
38301,5852,2.411825017088175
18949797,5972,0.5346617548559947
148898,5569,1.1404201831567606
24548445,5051,0.7186695703821026
2752,5923,0.7398277899712983
6821757,4185,0.6869772998805257
37556,5857,1.7510670991975414
162615,5529,0.4083921143063845
2122,5974,1.6267157683294275
15247542,5940,2.361111111111111
21785,5939,1.2064320592692372
11778948,4998,1.6086434573829531
5491859,4271,0.15968157340201358
18933396,5876,1.3090537780803269
1030,5974,0.8937060595915635
25,5911,1.650482151920149
1195328,4835,0.20165460186142709
5612336,4262,0.22313467855466917
150056,5565,1.3299191374663073
879858,4944,0.07645631067961164
19344654,6000,1.62
4545,5948,0.870712844653665
4173,6001,1.258290284952508
867145,4950,0.16727272727272727
19360669,5997,0.6103051525762881
3979,6049,0.8399735493469995
534366,5084,5.240558615263572
335069,5249,0.5372451895599162
72336,5664,1.265713276836158
4375,5968,1.4676608579088473
4792,5912,0.462787550744249
364813,5210,0.8930902111324376
3738,6123,0.4112363220643475
447382,5132,0.647310989867498
3205662,4472,0.2842128801431127
501984,5099,1.41302216120808
3427,6155,1.0614134849715677
699349,5007,1.200718993409227
19283178,6139,1.394852581853722
3722,6128,1.2118146214099217
20650188,3354,1.5202742993440668
41353912,1527,2.559266535690897
44431,5818,0.3121347542110691
2100861,4622,0.1529640848117698
4116,5946,1.1370669357551295
1555010,4736,0.18728885135135134
3356,5958,2.6925142665323936
188564,5470,2.0575868372943327
191941,5463,0.26780157422661544
51614,5765,0.30598438855160454
321263,5265,0.13941120607787275
239098,5373,1.0407593523171412
3803886,4409,0.06917668405534134
244098,5365,0.49916123019571296
44751865,1158,2.4689119170984455
4874,5897,1.2935390876716975
20648200,5362,0.448153674002238
851008,4957,0.1430300585031269
65426,5683,0.4946331163118071
88857,5628,0.2853589196872779
55309,5734,0.757237530519707
5030,5871,0.6239141543178334
11015826,5329,1.7279039219365735
27417455,5370,0.6513966480446928
64692,5981,0.8496906871760576
68244,5674,1.3579485371871696
392807,5185,0.32439729990356797
5574594,4265,1.2534583821805392
186319,5474,0.12531969309462915
23278520,5878,0.5891459680163321
4950,5883,0.30273669896311406
3463,6145,1.5871440195280715
44849,5815,1.5747205503009458
70547,5669,1.1220673840183455
8269855,5023,0.5904837746366713
3845,6087,0.4010185641531132
4294,5986,1.9425325760106915
3382,5980,4.093311036789298
38748,5850,0.5577777777777778
73887,5660,0.19575971731448763
773158,4977,0.8967249346996182
639800,5034,0.21930870083432658
3267529,5944,2.582772543741588
23278125,5983,0.8224970750459636
682722,5014,0.13721579577183884
24133117,3096,0.4528423772609819
87179,5631,0.531344343811046
62028,6034,0.76731852833941
46924,5802,0.4274388142019993
773158,4977,0.8967249346996182
5407,5935,1.691659646166807
6852,5953,0.8315135225936503
160811,5535,0.9998193315266486
5042916,5952,3.4166666666666665
105219,5938,1.034523408555069
5902,6027,1.437033349925336
5416,5970,2.454103852596315
42031,5953,0.8311775575340165
685631,5012,0.30047885075818037
2184033,4608,0.7003038194444444
537968,5082,1.1479732388823298
5282,5967,0.6432042902631138
25955086,5981,1.6513960876107674
19481110,5939,0.5777066846270416
15135713,5956,1.391370047011417
53869,5744,0.604282729805014
15992,5967,1.7043740573152337
255722,5345,0.7017773620205799
186639,5474,0.36408476434051884
38100116,1871,1.2234099412079102
6260914,5097,0.7451442024720424
145422,5579,0.9508872557806058
166163,5520,0.8108695652173913
5119376,5968,2.3744973190348526
4689709,5942,1.4665095927297207
5122699,5519,2.6798333031346258
15852,5958,2.3667338032896947
15898,5987,0.6405545348254551
212187,5419,1.2948883557852002
43715,5822,1.7291308828581244
657205,5025,0.18149253731343284
291592,5307,0.41906915394761635
347086,5232,0.1743119266055046
25011929,5411,0.36610608020698576
168926,5513,0.6787592962089606
335077,5249,0.49799961897504286
235888,5378,1.2458162885831163
2263372,4596,0.39577893820713667
175552,5499,0.43353336970358247
609523,5050,0.36356435643564355
15777,6115,0.842681929681112
32387701,5954,2.475142761168962
15641,5956,2.826561450638012
1641893,4713,0.44281773817101633
23486968,5840,0.38202054794520546
59172,5717,0.7078887528423998
59564,5715,0.23937007874015748
26033941,2937,2.428668709567586
49544,5784,0.23979944674965423
5507411,4270,0.060187353629976584
340867,5612,0.2769066286528867
16905,5969,0.8132015412966996
523032,5089,2.178620554136373
16743,5989,1.9924862247453665
19329135,5375,1.0824186046511628
17337,5922,1.0312394461330632
16881,5945,0.5417998317914213
343858,5236,0.26737967914438504
11366634,3923,0.512108080550599
16477368,3619,2.699364465321912
273437,5326,1.344723995493804
198081,5450,0.5678899082568807
186589,5474,0.06887102667153817
286369,5313,2.433276868059477
644622,5031,0.4315245478036176
752553,4985,0.6904714142427282
26232,5940,1.1772727272727272
17396,5906,1.142566881137826
169376,5512,0.21026850507982583
6975043,4175,0.16718562874251497
19718837,5972,0.8275284661754856
5962511,4236,0.6678470254957507
154099,5555,1.118991899189919
19394613,4143,1.413227130098962
327664,5258,0.39558767592240396
246185,5362,2.325065274151436
41586875,1500,0.06466666666666666
264062,5337,0.5836612329023796
16772,6043,1.945060400463346
16756,5989,0.7545500083486392
16881,5945,0.5417998317914213
17391,5908,2.0671970209884902
16760,6044,0.9126406353408338
16779,5956,1.8441907320349227
197615,5451,0.14786277747202348
16707,5985,1.9022556390977443
17862,5983,1.20474678255056
66936,5678,0.39820359281437123
924166,4925,0.49421319796954316
56873,5727,0.48000698445957746
45870,5808,0.12517217630853994
17782843,3544,3.914503386004515
577320,5066,0.10817212791156731
30667,5997,0.46890111722527933
18522,5836,0.5553461274845785
420883,5157,0.30288927671126625
2680715,4538,0.11899515204936095
277395,5320,0.4656015037593985
18486,5836,0.05860178204249486
17771,6119,2.5048210491910443
168917,5513,0.7719934699800471
50151,5779,0.5603045509603738
9910441,5378,0.6400148754183711
2327581,4587,0.5587529976019184
